# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2012ovtw,   5828,  4.9, 0.22,       mb,         trimmed mean,   16,  IG-EPN
igepn2012ovtw,   5828,  5.0, 0.16,       mB,         trimmed mean,   10,  IG-EPN
igepn2012ovtw,   5828,  4.3, 0.40,   Mw(mB),                     ,   10,  IG-EPN
igepn2012ovtw,   5828,  4.7, 0.29,      MLv,                 mean,   21,  IG-EPN
igepn2012ovtw,   5828,  4.5,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2012ovxs,   5829,  5.3, 0.63,      MLv,                 mean,   41,  IG-EPN
igepn2012ovxs,   5829,  5.3,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2012pbwt,   5884,  3.7, 0.28,      MLv,                 mean,   14,  IG-EPN
igepn2012pbwt,   5884,  3.7,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2012pevj,   5903,  4.8, 0.13,      MLv,         trimmed mean,   13,  IG-EPN
igepn2012pevj,   5903,  4.7, 0.23,       mb,         trimmed mean,    4,  IG-EPN
igepn2012pevj,   5903,  5.1, 0.22,       mB,         trimmed mean,    4,  IG-EPN
igepn2012pevj,   5903,  4.5, 0.40,   Mw(mB),                     ,    4,  IG-EPN
igepn2012pevj,   5903,  4.7,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2012popr,   5970,  4.3, 0.48,      MLv,                 mean,   40,  IG-EPN
igepn2012popr,   5970,  4.3,  NaN,        M,     weighted average,   40,  IG-EPN
igepn2012pplb,   5976,  3.6, 0.41,      MLv,                 mean,   18,  IG-EPN
igepn2012pplb,   5976,  3.6,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2012pssb,   6008,  3.5, 0.26,      MLv,                 mean,   10,  IG-EPN
igepn2012pssb,   6008,  3.5,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2012pvlt,   6032,  4.4, 0.36,      MLv,                 mean,   15,  IG-EPN
igepn2012pvlt,   6032,  4.4,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2012pxcs,   6050,  3.5, 0.40,      MLv,                 mean,    7,  IG-EPN
igepn2012pxcs,   6050,  3.5,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2012qjzy,   6167,  3.9, 0.39,      MLv,         trimmed mean,    5,  IG-EPN
igepn2012qjzy,   6167,  3.9,  NaN,        M,     weighted average,    5,  IG-EPN
igepn2012qqko,   6278,  4.7, 0.18,      MLv,         trimmed mean,   15,  IG-EPN
igepn2012qqko,   6278,  4.7,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2012quxl,   6317,  3.7, 0.01,      MLv,                 mean,    2,  IG-EPN
igepn2012quxl,   6317,  3.7,  NaN,        M,     weighted average,    2,  IG-EPN
igepn2012rbxh,   6390,  5.0, 0.21,      MLv,         trimmed mean,   13,  IG-EPN
igepn2012rbxh,   6390,  5.0,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2012rcjr,   6396,  4.1, 0.27,      MLv,         trimmed mean,    6,  IG-EPN
igepn2012rcjr,   6396,  4.1,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2012reny,   6423,  3.5, 0.14,      MLv,         trimmed mean,    7,  IG-EPN
igepn2012reny,   6423,  3.5,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2012rgpa,   6449,  3.9, 0.34,      MLv,         trimmed mean,    6,  IG-EPN
igepn2012rgpa,   6449,  3.9,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2012rkre,   6495,  3.6, 0.22,      MLv,         trimmed mean,    9,  IG-EPN
igepn2012rkre,   6495,  3.6,  NaN,        M,     weighted average,    9,  IG-EPN
igepn2012rlhd,   6507,  4.2, 0.15,      MLv,         trimmed mean,    6,  IG-EPN
igepn2012rlhd,   6507,  4.2,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2012rlzf,   6517,  3.7, 0.37,      MLv,         trimmed mean,    5,  IG-EPN
igepn2012rlzf,   6517,  3.7,  NaN,        M,     weighted average,    5,  IG-EPN
igepn2012rnew,   6528,  3.6, 0.32,      MLv,                 mean,    3,  IG-EPN
igepn2012rnew,   6528,  3.6,  NaN,        M,     weighted average,    3,  IG-EPN
igepn2012rhdg,   6455,  4.0, 0.35,      MLv,     trimmed mean(25),   19,  IG-EPN
igepn2012rhdg,   6455,  4.0,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2013ebjf,   7871,  5.1, 0.24,      MLv,     trimmed mean(25),   40,  IG-EPN
igepn2013ebjf,   7871,  5.2, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2013ebjf,   7871,  4.5, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2013ebjf,   7871,  5.2, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013ebjf,   7871,  5.1,  NaN,        M,     weighted average,   40,  IG-EPN
igepn2013cprn,   7234,  3.6, 0.30,      MLv,     trimmed mean(25),   25,  IG-EPN
igepn2013cprn,   7234,  3.6,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013cqmm,   7248,  3.7, 0.31,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013cqmm,   7248,  3.7,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013cund,   7349,  3.8, 0.23,      MLv,     trimmed mean(25),   36,  IG-EPN
igepn2013cund,   7349,  3.8,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2013cvmr,   7365,  4.4, 0.26,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013cvmr,   7365,  4.5,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013cvmr,   7365,  4.6, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013cvmr,   7365,  4.9, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2013cvmr,   7365,  4.2, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2013cxsf,   7408,  3.5, 0.21,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013cxsf,   7408,  3.5,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013czbe,   7423,  3.6, 0.23,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013czbe,   7423,  3.6,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013ddbh,   7479,  3.7, 0.24,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013ddbh,   7479,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013dnpr,   7634,  3.7, 0.23,      MLv,     trimmed mean(25),   32,  IG-EPN
igepn2013dnpr,   7634,  3.7,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2013dpsi,   7664,  3.7, 0.17,      MLv,     trimmed mean(25),   25,  IG-EPN
igepn2013dpsi,   7664,  3.7,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013dulw,   7745,  3.9, 0.22,      MLv,     trimmed mean(25),   35,  IG-EPN
igepn2013dulw,   7745,  3.9,  NaN,        M,     weighted average,   35,  IG-EPN
igepn2013dxfs,   7808,  3.6, 0.14,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013dxfs,   7808,  3.6,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013dxpf,   7814,  3.9, 0.34,      MLv,     trimmed mean(25),   28,  IG-EPN
igepn2013dxpf,   7814,  3.9,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2013dydq,   7821,  3.5, 0.17,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013dydq,   7821,  3.5,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013fvhc,   8794,  3.8, 0.28,      MLv,     trimmed mean(25),   26,  IG-EPN
igepn2013fvhc,   8794,  3.8,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2012cpzj,   3133,  3.8, 0.35,      MLv,                 mean,   19,  IG-EPN
igepn2012cpzj,   3133,  3.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2012gefz,   3890,  3.8, 0.20,      MLv,                 mean,   17,  IG-EPN
igepn2012gefz,   3890,  3.8,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2012jmmh,   4667,  3.7, 0.19,      MLv,         trimmed mean,   24,  IG-EPN
igepn2012jmmh,   4667,  3.7,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013gmsp,   9055,  4.4, 0.27,      MLv,         trimmed mean,   37,  IG-EPN
igepn2013gmsp,   9055,  4.4,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2013gomr,   9074,  4.7, 0.22,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013gomr,   9074,  4.7,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013gpxx,   9094,  4.5, 0.21,      MLv,     trimmed mean(25),   33,  IG-EPN
igepn2013gpxx,   9094,  4.5,  NaN,        M,     weighted average,   33,  IG-EPN
igepn2013gpyf,   9096,  3.8, 0.23,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013gpyf,   9096,  3.8,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013gpym,   9097,  3.7, 0.24,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013gpym,   9097,  3.7,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013gqhw,   9101,  4.1, 0.25,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013gqhw,   9101,  4.1,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013gqqb,   9108,  3.7, 0.28,      MLv,     trimmed mean(25),   25,  IG-EPN
igepn2013gqqb,   9108,  3.7,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013gsde,   9128,  3.6, 0.24,      MLv,     trimmed mean(25),   37,  IG-EPN
igepn2013gsde,   9128,  3.6,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2013gwhb,   9165,  3.9, 0.19,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013gwhb,   9165,  3.9,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013edht,   7891,  3.9, 0.28,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013edht,   7891,  3.9,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013ehyx,   7971,  3.6, 0.27,      MLv,     trimmed mean(25),   23,  IG-EPN
igepn2013ehyx,   7971,  3.6,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2013eias,   7972,  3.6, 0.26,      MLv,     trimmed mean(25),   43,  IG-EPN
igepn2013eias,   7972,  3.6,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2013gzrj,   9204,  3.7, 0.28,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013gzrj,   9204,  3.7,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013gyyo,   9198,  5.1, 0.29,      MLv,                 mean,   32,  IG-EPN
igepn2013gyyo,   9198,  4.6, 0.20,       mb,         trimmed mean,    7,  IG-EPN
igepn2013gyyo,   9198,  5.4, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2013gyyo,   9198,  4.8, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2013gyyo,   9198,  4.9,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2013gzzt,   9207,  3.7, 0.36,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2013gzzt,   9207,  3.7,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2013emvu,   8045,  3.7, 0.23,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013emvu,   8045,  3.7,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013hgrf,   9275,  3.9, 0.24,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013hgrf,   9275,  3.9,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013hgoc,   9269,  3.6, 0.11,      MLv,     trimmed mean(25),    6,  IG-EPN
igepn2013hgoc,   9269,  3.6,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2013hnqm,   9413,  4.0, 0.31,      MLv,         trimmed mean,   30,  IG-EPN
igepn2013hnqm,   9413,  3.8, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013hnqm,   9413,  5.3, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2013hnqm,   9413,  4.7, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2013hnqm,   9413,  3.9,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013hpfh,   9438,  3.5, 0.32,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013hpfh,   9438,  3.5,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013huel,   9524,  4.3, 0.26,      MLv,     trimmed mean(25),   19,  IG-EPN
igepn2013huel,   9524,  4.3,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2013esmg,   8159,  4.0, 0.21,      MLv,     trimmed mean(25),   25,  IG-EPN
igepn2013esmg,   8159,  4.0,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013esml,   8160,  4.0, 0.32,      MLv,     trimmed mean(25),   15,  IG-EPN
igepn2013esml,   8160,  4.0,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2013hwul,   9574,  3.6, 0.26,      MLv,     trimmed mean(25),   13,  IG-EPN
igepn2013hwul,   9574,  3.6,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2013hxnk,   9585,  4.0, 0.30,      MLv,     trimmed mean(25),   32,  IG-EPN
igepn2013hxnk,   9585,  4.0,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2013hygl,   9601,  4.3, 0.23,      MLv,                 mean,   13,  IG-EPN
igepn2013hygl,   9601,  4.3,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2013hyih,   9603,  3.5, 0.44,      MLv,         trimmed mean,    6,  IG-EPN
igepn2013hyih,   9603,  3.5,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2013exjs,   8264,  3.6, 0.53,      MLv,     trimmed mean(25),   15,  IG-EPN
igepn2013exjs,   8264,  3.6,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2013eyes,   8279,  4.3, 0.24,      MLv,     trimmed mean(25),   34,  IG-EPN
igepn2013eyes,   8279,  4.3,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2013eznp,   8297,  4.1, 0.21,      MLv,     trimmed mean(25),   21,  IG-EPN
igepn2013eznp,   8297,  4.1,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2013iaix,   9626,  3.9, 0.21,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013iaix,   9626,  3.9,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013igwr,   9720,  3.5, 0.34,      MLv,     trimmed mean(25),    8,  IG-EPN
igepn2013igwr,   9720,  3.5,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2013ihuk,   9740,  5.1, 0.40,      MLv,                 mean,   37,  IG-EPN
igepn2013ihuk,   9740,  5.4, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013ihuk,   9740,  5.3, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2013ihuk,   9740,  4.7, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2013ihuk,   9740,  5.2,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2013ieus,   9689,  4.2, 0.27,      MLv,     trimmed mean(25),   36,  IG-EPN
igepn2013ieus,   9689,  4.2,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2013ithn,   9956,  3.9, 0.35,      MLv,                 mean,   20,  IG-EPN
igepn2013ithn,   9956,  3.9,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2013fecy,   8462,  3.6, 0.22,      MLv,     trimmed mean(25),   23,  IG-EPN
igepn2013fecy,   8462,  3.6,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2013ixtt,  10047,  4.0, 0.47,      MLv,                 mean,   24,  IG-EPN
igepn2013ixtt,  10047,  4.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013iyqw,  10062,  3.7, 0.26,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013iyqw,  10062,  3.7,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013flas,   8617,  3.7, 0.15,      MLv,     trimmed mean(25),   32,  IG-EPN
igepn2013flas,   8617,  3.7,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2013jfhn,  10163,  3.6, 0.25,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013jfhn,  10163,  3.6,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013jgjd,  10169,  4.9, 0.40,      MLv,                 mean,   20,  IG-EPN
igepn2013jgjd,  10169,  4.7, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013jgjd,  10169,  4.8,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2013jgut,  10170,  3.7, 0.14,      MLv,         trimmed mean,   12,  IG-EPN
igepn2013jgut,  10170,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013fwly,   8817,  4.0, 0.27,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013fwly,   8817,  4.0,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013fxse,   8831,  4.0, 0.25,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013fxse,   8831,  4.0,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013fxty,   8833,  3.6, 0.22,      MLv,     trimmed mean(25),   13,  IG-EPN
igepn2013fxty,   8833,  3.6,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2013jkvy,  10233,  4.0, 0.25,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2013jkvy,  10233,  4.0,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2013gfpf,   8962,  3.8, 0.27,      MLv,     trimmed mean(25),   41,  IG-EPN
igepn2013gfpf,   8962,  3.8,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2013jncu,  10260,  3.7, 0.28,      MLv,                 mean,    9,  IG-EPN
igepn2013jncu,  10260,  3.7,  NaN,        M,     weighted average,    9,  IG-EPN
igepn2013jnid,  10262,  3.6, 0.22,      MLv,         trimmed mean,   34,  IG-EPN
igepn2013jnid,  10262,  3.6,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2013jjmb,  10216,  3.9, 0.38,      MLv,                 mean,   22,  IG-EPN
igepn2013jjmb,  10216,  3.9,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2013annc,   6557,  3.6, 0.25,      MLv,     trimmed mean(25),   19,  IG-EPN
igepn2013annc,   6557,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2013jpjt,  10273,  4.2, 0.25,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013jpjt,  10273,  4.2,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013jpbv,  10272,  4.0, 0.28,      MLv,                 mean,   30,  IG-EPN
igepn2013jpbv,  10272,  4.0,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013awqd,   6619,  3.8, 0.24,      MLv,         trimmed mean,    8,  IG-EPN
igepn2013awqd,   6619,  3.8,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2013kbsf,  10394,  5.0, 0.50,      MLv,                 mean,   24,  IG-EPN
igepn2013kbsf,  10394,  5.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013kffv,  10499,  4.3, 0.18,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013kffv,  10499,  4.3,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013kjrv,  10588,  3.9, 0.24,      MLv,     trimmed mean(25),   23,  IG-EPN
igepn2013kjrv,  10588,  3.9,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2013kkpl,  10603,  4.2, 0.16,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013kkpl,  10603,  4.6, 0.18,       mb,     trimmed mean(25),   15,  IG-EPN
igepn2013kkpl,  10603,  4.9, 0.20,       mB,     trimmed mean(25),    5,  IG-EPN
igepn2013kkpl,  10603,  4.2, 0.40,   Mw(mB),                     ,    5,  IG-EPN
igepn2013kkpl,  10603,  4.3,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013kkwr,  10608,  4.3, 0.18,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013kkwr,  10608,  4.4, 0.23,       mb,     trimmed mean(25),   17,  IG-EPN
igepn2013kkwr,  10608,  5.0, 0.34,       mB,     trimmed mean(25),    7,  IG-EPN
igepn2013kkwr,  10608,  4.3, 0.40,   Mw(mB),                     ,    7,  IG-EPN
igepn2013kkwr,  10608,  4.4,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013kxke,  10813,  3.7, 0.30,      MLv,     trimmed mean(25),   24,  IG-EPN
igepn2013kxke,  10813,  3.7,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013llna,  11005,  4.6, 0.45,      MLv,                 mean,   33,  IG-EPN
igepn2013llna,  11005,  4.6,  NaN,        M,     weighted average,   33,  IG-EPN
igepn2013lfsf,  10905,  3.9, 0.23,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013lfsf,  10905,  3.9,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013luit,  11178,  4.4, 0.27,      MLv,     trimmed mean(25),   20,  IG-EPN
igepn2013luit,  11178,  4.4,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2013lkav,  10976,  3.6, 0.35,      MLv,                 mean,   21,  IG-EPN
igepn2013lkav,  10976,  3.6,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2013lqpd,  11104,  4.0, 0.41,      MLv,         trimmed mean,   28,  IG-EPN
igepn2013lqpd,  11104,  4.0,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2013lvlv,  11201,  4.5, 0.32,      MLv,     trimmed mean(25),   37,  IG-EPN
igepn2013lvlv,  11201,  4.5,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2013lnfc,  11051,  3.9, 0.19,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2013lnfc,  11051,  3.9,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2013lnjx,  11056,  4.0, 0.21,      MLv,     trimmed mean(25),   35,  IG-EPN
igepn2013lnjx,  11056,  4.0,  NaN,        M,     weighted average,   35,  IG-EPN
igepn2013lxah,  11229,  3.7, 0.19,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013lxah,  11229,  3.7,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013lzep,  11270,  3.5, 0.32,      MLv,     trimmed mean(25),   14,  IG-EPN
igepn2013lzep,  11270,  3.5,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2013lzgz,  11274,  3.6, 0.47,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2013lzgz,  11274,  3.6,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2013metx,  11364,  4.1, 0.52,      MLv,     trimmed mean(25),   47,  IG-EPN
igepn2013metx,  11364,  4.1,  NaN,        M,     weighted average,   47,  IG-EPN
igepn2013mfqc,  11380,  3.8, 0.20,      MLv,     trimmed mean(25),   20,  IG-EPN
igepn2013mfqc,  11380,  3.8,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2013mgvb,  11400,  3.9, 0.31,      MLv,     trimmed mean(25),   17,  IG-EPN
igepn2013mgvb,  11400,  3.9,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2013mkjy,  11474,  5.1, 0.22,      MLv,                 mean,   24,  IG-EPN
igepn2013mkjy,  11474,  5.2, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2013mkjy,  11474,  5.1,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2013lnex,  11050,  4.8, 0.28,      MLv,     trimmed mean(25),   16,  IG-EPN
igepn2013lnex,  11050,  4.8,  NaN,        M,     weighted average,   16,  IG-EPN
igepn2013mqcj,  11574,  4.6, 0.25,      MLv,         trimmed mean,   17,  IG-EPN
igepn2013mqcj,  11574,  4.6,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2013mtea,  11640,  4.3, 0.29,      MLv,     trimmed mean(25),   37,  IG-EPN
igepn2013mtea,  11640,  4.3,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2013mxzm,  11738,  3.5, 0.20,      MLv,     trimmed mean(25),   14,  IG-EPN
igepn2013mxzm,  11738,  3.5,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2013nbjw,  11811,  3.7, 0.26,      MLv,         trimmed mean,   33,  IG-EPN
igepn2013nbjw,  11811,  3.7,  NaN,        M,     weighted average,   33,  IG-EPN
igepn2013ndzo,  11843,  3.7, 0.27,      MLv,                 mean,   17,  IG-EPN
igepn2013ndzo,  11843,  3.7,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2013nhoa,  11911,  3.6, 0.20,      MLv,     trimmed mean(25),   19,  IG-EPN
igepn2013nhoa,  11911,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2013nhxb,  11917,  3.9, 0.14,      MLv,     trimmed mean(25),    4,  IG-EPN
igepn2013nhxb,  11917,  3.9,  NaN,        M,     weighted average,    4,  IG-EPN
igepn2013njjy,  11937,  3.6, 0.19,      MLv,     trimmed mean(25),   20,  IG-EPN
igepn2013njjy,  11937,  3.6,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2013nmsx,  11986,  4.3, 0.35,      MLv,     trimmed mean(25),   30,  IG-EPN
igepn2013nmsx,  11986,  4.3,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2013nnto,  12005,  4.1, 0.40,      MLv,     trimmed mean(25),   10,  IG-EPN
igepn2013nnto,  12005,  4.1,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2013nnxh,  12011,  3.7, 0.22,      MLv,     trimmed mean(25),    6,  IG-EPN
igepn2013nnxh,  12011,  3.7,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2013nsmg,  12082,  4.2, 0.23,      MLv,     trimmed mean(25),   31,  IG-EPN
igepn2013nsmg,  12082,  4.2,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2013oasx,  12236,  4.4, 0.32,      MLv,                 mean,   35,  IG-EPN
igepn2013oasx,  12236,  4.4,  NaN,        M,     weighted average,   35,  IG-EPN
